# age_enrichment_analysis.py -l /Users/virpatel/Desktop/pub_stuff/relevant_data/time_tree_dates.txt /Users/virpatel/Desktop/pub_stuff/relevant_data/mirna2age_lst.txt /Users/virpatel/Desktop/pub_stuff/relevant_data/dis2mir_db/Ischemia_mir.txt 2016-05-21 22:53:27.525614
#
# AGE_LABEL_FILE = /Users/virpatel/Desktop/pub_stuff/relevant_data/time_tree_dates.txt
# PHYLO_PROFILE_FILE = None
# POI1_NAME = Ischemia_mir
# POI2_NAME = Background
# OUTPUT_NAME = mirna2age_lst--Ischemia_mir--Background
# OUTPUT_DIR = results/enrichment/mirna2age_lst--Ischemia_mir--Background/
#
# MISSING_POI = error
# MULTI_CORRECT = False
# PLOT_TYPE = bar
# SCALE_X = False
#
#protein	age	label
hsa-mir-126	797.0	Chordata
hsa-mir-320a	97.4	Boreoeutheria
hsa-mir-30b	535.7	Vertebrata
hsa-mir-29b-2	910.0	Coelomata
hsa-mir-15a	535.7	Vertebrata
hsa-mir-494	97.4	Boreoeutheria
hsa-mir-155	454.6	Euteleostomi
hsa-mir-21	454.6	Euteleostomi
hsa-mir-181a-1	535.7	Vertebrata
hsa-mir-210	910.0	Coelomata
hsa-mir-29b-1	910.0	Coelomata
hsa-mir-23a	535.7	Vertebrata
